date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:00:33	245901/245901	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jan%202022%2020:48:44%20GMT	https://alex.jollyany.co/images/you-x-ventures-zSpGWzwRFas-unsplash.jpg	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/images/you-x-ventures-zSpGWzwRFas-unsplash.jpg	(from https://alex.jollyany.co/index.php/blog)
16:00:34	72010/72010	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2013:00:34%20GMT	https://alex.jollyany.co/index.php/blog/your-brain-may-be-lying-to-you-and-stealing-your-joy	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/index.php/blog/your-brain-may-be-lying-to-you-and-stealing-your-joy.html	(from https://alex.jollyany.co/index.php/blog)
16:00:34	203921/203921	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jan%202022%2020:49:36%20GMT	https://alex.jollyany.co/images/victoria-bilsborough-U-ouhtPgHH4-unsplash.jpg	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/images/victoria-bilsborough-U-ouhtPgHH4-unsplash.jpg	(from https://alex.jollyany.co/index.php/blog)
16:00:35	71263/71263	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2013:00:34%20GMT	https://alex.jollyany.co/index.php/blog/creative-photography-ideas-and-techniques-to-try-in-2021	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/index.php/blog/creative-photography-ideas-and-techniques-to-try-in-2021.html	(from https://alex.jollyany.co/index.php/blog)
16:00:35	1138452/1138452	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jan%202022%2020:48:46%20GMT	https://alex.jollyany.co/images/jeswin-thomas-XQfh5DHuhmE-unsplash.jpg	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/images/jeswin-thomas-XQfh5DHuhmE-unsplash.jpg	(from https://alex.jollyany.co/index.php/blog)
16:00:36	71233/71233	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2013:00:35%20GMT	https://alex.jollyany.co/index.php/blog/why-i-hope-this-pandemic-changes-our-attitude-towards-travel	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/index.php/blog/why-i-hope-this-pandemic-changes-our-attitude-towards-travel.html	(from https://alex.jollyany.co/index.php/blog)
16:00:36	276565/276565	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jan%202022%2020:46:58%20GMT	https://alex.jollyany.co/images/julian-timmerman-Fn27DlI8bZ8-unsplash.jpg	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/images/julian-timmerman-Fn27DlI8bZ8-unsplash.jpg	(from https://alex.jollyany.co/index.php/blog)
16:00:36	71233/71233	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2013:00:36%20GMT	https://alex.jollyany.co/index.php/blog/half-of-what-we-know-about-coffee-is-wrong	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/index.php/blog/half-of-what-we-know-about-coffee-is-wrong.html	(from https://alex.jollyany.co/index.php/blog)
16:00:37	216391/216391	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jan%202022%2020:49:36%20GMT	https://alex.jollyany.co/images/campaign-creators-yktK2qaiVHI-unsplash.jpg	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/images/campaign-creators-yktK2qaiVHI-unsplash.jpg	(from https://alex.jollyany.co/index.php/blog)
16:00:37	70648/70648	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2013:00:37%20GMT	https://alex.jollyany.co/index.php/blog/3-places-to-visit-in-idaho-for-educational-experiences	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/index.php/blog/3-places-to-visit-in-idaho-for-educational-experiences.html	(from https://alex.jollyany.co/index.php/blog)
16:00:37	141481/141481	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jan%202022%2020:46:58%20GMT	https://alex.jollyany.co/images/ivana-cajina-TUXUCVXmjQk-unsplash.jpg	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/images/ivana-cajina-TUXUCVXmjQk-unsplash.jpg	(from https://alex.jollyany.co/index.php/blog)
16:00:37	370421/370421	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jan%202022%2020:48:44%20GMT	https://alex.jollyany.co/images/myriam-jessier-eveI7MOcSmw-unsplash.jpg	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/images/myriam-jessier-eveI7MOcSmw-unsplash.jpg	(from https://alex.jollyany.co/index.php/blog)
16:00:38	71516/71516	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2013:00:38%20GMT	https://alex.jollyany.co/index.php/blog/behind-the-brand-of-our-agency-partners-program	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/index.php/blog/behind-the-brand-of-our-agency-partners-program.html	(from https://alex.jollyany.co/index.php/blog)
16:00:38	115929/115929	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jan%202022%2020:49:38%20GMT	https://alex.jollyany.co/images/paige-cody-ITTqjS3UpoY-unsplash.jpg	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/images/paige-cody-ITTqjS3UpoY-unsplash.jpg	(from https://alex.jollyany.co/index.php/blog)
16:00:39	70978/70978	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2013:00:39%20GMT	https://alex.jollyany.co/index.php/blog/9-ecommerce-website-design-trends-for-2021	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/index.php/blog/9-ecommerce-website-design-trends-for-2021.html	(from https://alex.jollyany.co/index.php/blog)
16:00:40	71102/71102	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2013:00:40%20GMT	https://alex.jollyany.co/index.php/blog/when-is-taking-too-many-supplements-dangerous	C:/Users/yakup/OneDrive/Masa%c3%bcst%c3%bc/%c5%9eeyma/111/alex.jollyany.co/index.php/blog/when-is-taking-too-many-supplements-dangerous.html	(from https://alex.jollyany.co/index.php/blog)
